key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,1.549545,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,737,33,-77,1,0,0,response3disk,,4,-9,-17,1,0,0,rectangle,-9,-17,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-9,-17,1,0,0,,1,12,173,125,1,
,,,,,,,,,,,,,FF,,,,,,,,1.25382,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3138,-46,-68,1,0,0,response5disk,,3,-12,-9,1,0,0,rectangle,-12,-9,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-12,-9,1,0,0,,1,13,174,112,1,
,,,,,,,,,,,,,FF,,,,,,,,0.93534,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,886,-63,37,1,0,0,response7disk,,1,-3,-13,1,0,0,rectangle,-3,-13,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-3,-13,1,0,0,,1,14,175,42,1,
,,,,,,,,,,,,,FF,,,,,,,,3.00651,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2083,33,-68,1,0,0,response3disk,,4,3,-4,1,0,0,rectangle,3,-4,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-4,1,0,0,,1,15,176,90,1,
,,,,,,,,,,,,,FF,,,,,,,,0.951705,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1158,72,-41,1,0,0,response3disk,,5,2,-1,1,0,0,rectangle,2,-1,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-1,1,0,0,,1,16,177,123,1,
,,,,,,,,,,,,,FF,,,,,,,,1.273865,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1336,87,30,1,0,0,response1disk,,6,17,0,1,0,0,rectangle,17,0,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",17,0,1,0,0,,1,17,178,56,1,
,,,,,,,,,,,,,FF,,,,,,,,1.37296,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3589,64,27,1,0,0,response1disk,,6,14,-5,1,0,0,rectangle,14,-5,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",14,-5,1,0,0,,1,18,179,34,1,
,,,,,,,,,,,,,FF,,,,,,,,1.089815,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,824,33,-69,1,0,0,response3disk,,4,3,-6,1,0,0,rectangle,3,-6,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-6,1,0,0,,1,19,180,83,1,
,,,,,,,,,,,,,FF,,,,,,,,1.93343,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2050,80,-28,1,0,0,response3disk,,5,7,-7,1,0,0,rectangle,7,-7,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-7,1,0,0,,1,20,181,104,1,
,,,,,,,,,,,,,FF,,,,,,,,2.8353,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,58,101,-37,1,0,0,response3disk,,5,10,-4,1,0,0,rectangle,10,-4,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",10,-4,1,0,0,,1,21,182,15,1,
,,,,,,,,,,,,,FF,,,,,,,,1.62442,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3291,-34,-88,1,0,0,response5disk,,3,-1,-8,1,0,0,rectangle,-1,-8,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-1,-8,1,0,0,,1,22,183,70,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0064,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3727,82,-43,1,0,0,response3disk,,5,7,-11,1,0,0,rectangle,7,-11,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-11,1,0,0,,1,23,184,39,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5241,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3519,36,-63,1,0,0,response3disk,,4,2,1,1,0,0,rectangle,2,1,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,1,1,0,0,,1,24,185,43,1,
,,,,,,,,,,,,,FF,,,,,,,,2.438145,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3145,90,29,1,0,0,response1disk,,6,1,-1,1,0,0,rectangle,1,-1,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",1,-1,1,0,0,,1,25,186,154,1,
,,,,,,,,,,,,,FF,,,,,,,,0.80153,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1366,80,38,1,0,0,response1disk,,6,12,3,1,0,0,rectangle,12,3,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,3,1,0,0,,1,26,187,63,1,
,,,,,,,,,,,,,FF,,,,,,,,1.78316,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,549,33,-95,1,0,0,response3disk,,4,-6,-6,1,0,0,rectangle,-6,-6,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-6,1,0,0,,1,27,188,100,1,
,,,,,,,,,,,,,FF,,,,,,,,1.156295,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3385,-42,-70,1,0,0,response5disk,,3,-5,-16,1,0,0,rectangle,-5,-16,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-5,-16,1,0,0,,1,28,189,3,1,
,,,,,,,,,,,,,FF,,,,,,,,1.25237,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,788,73,-41,1,0,0,response3disk,,5,9,-11,1,0,0,rectangle,-46,-101,1,0,0,response5disk_3,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,-4,1,0,0,rectangle,1,29,190,19,1,
,,,,,,,,,,,,,FF,,,,,,,,1.51998,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3798,40,-68,1,0,0,response3disk,,4,5,-7,1,0,0,rectangle,5,-7,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,-7,1,0,0,,1,30,191,80,1,
,,,,,,,,,,,,,FF,,,,,,,,1.11887,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2437,86,26,1,0,0,response1disk,,6,7,-8,1,0,0,rectangle,7,-8,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-8,1,0,0,,1,31,192,77,1,
,,,,,,,,,,,,,FF,,,,,,,,1.11895,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1201,-39,-71,1,0,0,response5disk,,3,-6,-5,1,0,0,rectangle,-6,-5,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-5,1,0,0,,1,32,193,142,1,
,,,,,,,,,,,,,FF,,,,,,,,3.13948,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,408,76,-31,1,0,0,response3disk,,5,12,-2,1,0,0,rectangle,12,-2,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,-2,1,0,0,,1,33,194,60,1,
,,,,,,,,,,,,,FF,,,,,,,,1.453075,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,969,-82,29,1,0,0,response7disk,,1,-6,-5,1,0,0,rectangle,-6,-5,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-5,1,0,0,,1,34,195,96,1,
,,,,,,,,,,,,,FF,,,,,,,,2.27139,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2873,65,-36,1,0,0,response3disk,,5,-7,-5,1,0,0,rectangle,-7,-5,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-7,-5,1,0,0,,1,35,196,32,1,
,,,,,,,,,,,,,FF,,,,,,,,0.885075,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,208,67,-27,1,0,0,response3disk,,5,5,3,1,0,0,rectangle,5,3,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,3,1,0,0,,1,36,197,107,1,
,,,,,,,,,,,,,FF,,,,,,,,0.98676,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2612,27,-59,1,0,0,response3disk,,4,-5,-7,1,0,0,rectangle,-5,-7,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-5,-7,1,0,0,,1,37,198,105,1,
,,,,,,,,,,,,,FF,,,,,,,,1.385955,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2174,38,-67,1,0,0,response3disk,,4,6,-7,1,0,0,rectangle,6,-7,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-7,1,0,0,,1,38,199,139,1,
,,,,,,,,,,,,,FF,,,,,,,,0.952135,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2933,35,-65,1,0,0,response3disk,,4,9,-11,1,0,0,rectangle,9,-11,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",9,-11,1,0,0,,1,39,200,158,1,
,,,,,,,,,,,,,FF,,,,,,,,1.70319,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4209,81,-37,1,0,0,response3disk,,5,6,-1,1,0,0,rectangle,6,-1,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-1,1,0,0,,1,40,201,89,1,
,,,,,,,,,,,,,FF,,,,,,,,1.536975,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1700,75,53,1,0,0,response1disk,,6,7,1,1,0,0,rectangle,7,1,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,1,1,0,0,,1,41,202,23,1,
,,,,,,,,,,,,,FF,,,,,,,,1.08562,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3548,31,-66,1,0,0,response3disk,,4,1,-2,1,0,0,rectangle,1,-2,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",1,-2,1,0,0,,1,42,203,65,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9521,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2441,87,-39,1,0,0,response3disk,,5,7,4,1,0,0,rectangle,7,4,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,4,1,0,0,,1,43,204,66,1,
,,,,,,,,,,,,,FF,,,,,,,,1.219245,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1388,39,-62,1,0,0,response3disk,,4,5,-7,1,0,0,rectangle,5,-7,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,-7,1,0,0,,1,44,205,37,1,
,,,,,,,,,,,,,FF,,,,,,,,2.72263,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3092,41,-63,1,0,0,response3disk,,4,0,-9,1,0,0,rectangle,0,-9,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,-9,1,0,0,,1,45,206,88,1,
,,,,,,,,,,,,,FF,,,,,,,,0.952265,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3357,101,-42,1,0,0,response3disk,,5,3,-11,1,0,0,rectangle,3,-11,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-11,1,0,0,,1,46,207,156,1,
,,,,,,,,,,,,,FF,,,,,,,,2.137685,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,428,100,-35,1,0,0,response3disk,,5,-6,-11,1,0,0,rectangle,-6,-11,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-11,1,0,0,,1,47,208,52,1,
,,,,,,,,,,,,,FF,,,,,,,,3.536925,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1975,68,-31,1,0,0,response3disk,,5,6,-7,1,0,0,rectangle,6,-7,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-7,1,0,0,,1,48,209,118,1,
,,,,,,,,,,,,,FF,,,,,,,,1.03306,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1107,70,-32,1,0,0,response3disk,,5,-5,4,1,0,0,rectangle,-5,4,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-5,4,1,0,0,,1,49,210,33,1,
,,,,,,,,,,,,,FF,,,,,,,,1.069495,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,20,75,39,1,0,0,response1disk,,6,11,-2,1,0,0,rectangle,11,-2,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",11,-2,1,0,0,,1,50,211,150,1,
,,,,,,,,,,,,,FF,,,,,,,,1.090385,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,266,32,-66,1,0,0,response3disk,,4,-9,-5,1,0,0,rectangle,-9,-5,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-9,-5,1,0,0,,1,51,212,50,1,
,,,,,,,,,,,,,FF,,,,,,,,4.693445,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3440,90,-40,1,0,0,response3disk,,5,15,-8,1,0,0,rectangle,15,-8,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",15,-8,1,0,0,,1,52,213,1,1,
,,,,,,,,,,,,,FF,,,,,,,,1.533045,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,470,69,-40,1,0,0,response3disk,,5,-3,-9,1,0,0,rectangle,-3,-9,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-3,-9,1,0,0,,1,53,214,91,1,
,,,,,,,,,,,,,FF,,,,,,,,1.653905,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2279,90,-31,1,0,0,response3disk,,5,25,-6,1,0,0,rectangle,25,-6,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",25,-6,1,0,0,,1,54,215,21,1,
,,,,,,,,,,,,,FF,,,,,,,,1.00629,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1325,77,40,1,0,0,response1disk,,6,18,0,1,0,0,rectangle,18,0,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",18,0,1,0,0,,1,55,216,68,1,
,,,,,,,,,,,,,FF,,,,,,,,1.10245,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2862,65,-47,1,0,0,response3disk,,5,2,-9,1,0,0,rectangle,2,-9,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-9,1,0,0,,1,56,217,61,1,
,,,,,,,,,,,,,FF,,,,,,,,0.872905,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2897,36,-65,1,0,0,response3disk,,4,-1,-10,1,0,0,rectangle,-1,-10,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-1,-10,1,0,0,,1,57,218,127,1,
,,,,,,,,,,,,,FF,,,,,,,,2.38802,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2708,73,-32,1,0,0,response3disk,,5,9,-4,1,0,0,rectangle,9,-4,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",9,-4,1,0,0,,1,58,219,40,1,
,,,,,,,,,,,,,FF,,,,,,,,1.20303,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2200,76,23,1,0,0,response1disk,,6,7,-7,1,0,0,rectangle,7,-7,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-7,1,0,0,,1,59,220,84,1,
